Date,Source Currency,Target Currency,Exchange Rate
2032-06-25,HKD,USD,1.4863
2032-06-25,KRW,USD,1.4848
2032-06-25,BRL,USD,0.607
2032-06-25,ZAR,USD,1.1357
2032-06-26,EUR,USD,0.5756
2032-06-26,GBP,USD,1.4054
2032-06-26,INR,USD,1.3537
2032-06-26,JPY,USD,1.339
2032-06-26,AUD,USD,1.469
2032-06-26,CAD,USD,1.2972
2032-06-26,CHF,USD,1.2628
2032-06-26,CNY,USD,1.4645
2032-06-26,SEK,USD,0.5343
2032-06-26,NZD,USD,0.8619
2032-06-26,SGD,USD,0.8728
2032-06-26,HKD,USD,0.5996
2032-06-26,KRW,USD,0.8444
2032-06-26,BRL,USD,1.2169
2032-06-26,ZAR,USD,0.839
2032-06-27,EUR,USD,0.607
2032-06-27,GBP,USD,0.5427
2032-06-27,INR,USD,0.5698
2032-06-27,JPY,USD,1.2191
2032-06-27,AUD,USD,1.3278
2032-06-27,CAD,USD,1.2493
2032-06-27,CHF,USD,0.8316
2032-06-27,CNY,USD,0.758
2032-06-27,SEK,USD,1.3167
2032-06-27,NZD,USD,1.2191
2032-06-27,SGD,USD,0.8157
2032-06-27,HKD,USD,1.4638
2032-06-27,KRW,USD,0.8046
2032-06-27,BRL,USD,0.7805
2032-06-27,ZAR,USD,1.2817
2032-06-28,EUR,USD,1.0345
2032-06-28,GBP,USD,1.3695
2032-06-28,INR,USD,0.8806
2032-06-28,JPY,USD,1.1386
2032-06-28,AUD,USD,0.7513
2032-06-28,CAD,USD,1.3868
2032-06-28,CHF,USD,1.483
2032-06-28,CNY,USD,0.8934
2032-06-28,SEK,USD,1.0092
2032-06-28,NZD,USD,0.9141
2032-06-28,SGD,USD,1.2119
2032-06-28,HKD,USD,0.8076
2032-06-28,KRW,USD,0.8898
2032-06-28,BRL,USD,1.2693
2032-06-28,ZAR,USD,0.9996
2032-06-29,EUR,USD,1.4411
2032-06-29,GBP,USD,1.4197
2032-06-29,INR,USD,1.3988
2032-06-29,JPY,USD,1.4755
2032-06-29,AUD,USD,0.8888
2032-06-29,CAD,USD,1.1707
2032-06-29,CHF,USD,0.9865
2032-06-29,CNY,USD,0.922
2032-06-29,SEK,USD,1.3692
2032-06-29,NZD,USD,1.4696
2032-06-29,SGD,USD,1.1992
2032-06-29,HKD,USD,0.6469
2032-06-29,KRW,USD,0.6511
2032-06-29,BRL,USD,1.447
2032-06-29,ZAR,USD,0.9736
2032-06-30,EUR,USD,1.4018
2032-06-30,GBP,USD,0.5422
2032-06-30,INR,USD,0.8171
2032-06-30,JPY,USD,1.4484
2032-06-30,AUD,USD,0.7688
2032-06-30,CAD,USD,0.9198
2032-06-30,CHF,USD,1.1677
2032-06-30,CNY,USD,1.1356
2032-06-30,SEK,USD,0.6301
2032-06-30,NZD,USD,0.8447
2032-06-30,SGD,USD,1.0683
2032-06-30,HKD,USD,1.4828
2032-06-30,KRW,USD,1.0481
2032-06-30,BRL,USD,0.5231
2032-06-30,ZAR,USD,1.4403
2032-07-01,EUR,USD,0.5319
2032-07-01,GBP,USD,1.4818
2032-07-01,INR,USD,0.5157
2032-07-01,JPY,USD,0.844
2032-07-01,AUD,USD,0.5701
2032-07-01,CAD,USD,1.1539
2032-07-01,CHF,USD,1.0019
2032-07-01,CNY,USD,1.2349
2032-07-01,SEK,USD,1.2902
2032-07-01,NZD,USD,1.4939
2032-07-01,SGD,USD,0.9306
2032-07-01,HKD,USD,0.5508
2032-07-01,KRW,USD,0.8269
2032-07-01,BRL,USD,1.3701
2032-07-01,ZAR,USD,1.3752
2032-07-02,EUR,USD,0.837
2032-07-02,GBP,USD,1.3071
2032-07-02,INR,USD,0.7604
2032-07-02,JPY,USD,0.8332
2032-07-02,AUD,USD,1.1957
2032-07-02,CAD,USD,0.6475
2032-07-02,CHF,USD,1.3088
2032-07-02,CNY,USD,1.1429
2032-07-02,SEK,USD,0.669
2032-07-02,NZD,USD,0.8807
2032-07-02,SGD,USD,1.3485
2032-07-02,HKD,USD,0.7731
2032-07-02,KRW,USD,0.7748
2032-07-02,BRL,USD,1.2071
2032-07-02,ZAR,USD,1.4123
2032-07-03,EUR,USD,1.4894
2032-07-03,GBP,USD,1.0126
2032-07-03,INR,USD,0.9882
2032-07-03,JPY,USD,1.3637
2032-07-03,AUD,USD,0.74
2032-07-03,CAD,USD,1.4002
2032-07-03,CHF,USD,0.842
2032-07-03,CNY,USD,1.3325
2032-07-03,SEK,USD,1.1003
2032-07-03,NZD,USD,0.9699
2032-07-03,SGD,USD,1.0581
2032-07-03,HKD,USD,1.1158
2032-07-03,KRW,USD,1.3773
2032-07-03,BRL,USD,1.4876
2032-07-03,ZAR,USD,1.4089
2032-07-04,EUR,USD,1.4009
2032-07-04,GBP,USD,1.1088
2032-07-04,INR,USD,1.0426
2032-07-04,JPY,USD,0.8501
2032-07-04,AUD,USD,1.3206
2032-07-04,CAD,USD,1.1035
2032-07-04,CHF,USD,1.1691
2032-07-04,CNY,USD,1.4826
2032-07-04,SEK,USD,0.6962
2032-07-04,NZD,USD,0.6363
2032-07-04,SGD,USD,0.5825
2032-07-04,HKD,USD,1.1495
2032-07-04,KRW,USD,1.0813
2032-07-04,BRL,USD,0.783
2032-07-04,ZAR,USD,1.2407
2032-07-05,EUR,USD,0.7245
2032-07-05,GBP,USD,1.1799
2032-07-05,INR,USD,1.2877
2032-07-05,JPY,USD,0.7007
2032-07-05,AUD,USD,0.5755
2032-07-05,CAD,USD,0.6722
2032-07-05,CHF,USD,1.1519
2032-07-05,CNY,USD,1.1484
2032-07-05,SEK,USD,1.0863
2032-07-05,NZD,USD,0.6863
2032-07-05,SGD,USD,0.8068
2032-07-05,HKD,USD,0.5311
2032-07-05,KRW,USD,0.5189
2032-07-05,BRL,USD,1.1023
2032-07-05,ZAR,USD,1.1266
2032-07-06,EUR,USD,0.9008
2032-07-06,GBP,USD,0.7618
2032-07-06,INR,USD,1.1044
2032-07-06,JPY,USD,0.6033
2032-07-06,AUD,USD,1.0618
2032-07-06,CAD,USD,0.6468
2032-07-06,CHF,USD,1.3309
2032-07-06,CNY,USD,0.5123
2032-07-06,SEK,USD,1.0344
2032-07-06,NZD,USD,1.2441
2032-07-06,SGD,USD,0.8386
2032-07-06,HKD,USD,0.9755
2032-07-06,KRW,USD,1.13
2032-07-06,BRL,USD,0.6812
2032-07-06,ZAR,USD,1.143
2032-07-07,EUR,USD,1.3478
2032-07-07,GBP,USD,0.9901
2032-07-07,INR,USD,0.6956
2032-07-07,JPY,USD,0.9473
2032-07-07,AUD,USD,0.9984
2032-07-07,CAD,USD,1.4504
2032-07-07,CHF,USD,0.5374
2032-07-07,CNY,USD,0.8378
2032-07-07,SEK,USD,0.7172
2032-07-07,NZD,USD,0.6958
2032-07-07,SGD,USD,0.6285
2032-07-07,HKD,USD,0.6092
2032-07-07,KRW,USD,1.0246
2032-07-07,BRL,USD,0.7642
2032-07-07,ZAR,USD,1.4886
2032-07-08,EUR,USD,1.0177
2032-07-08,GBP,USD,0.7536
2032-07-08,INR,USD,1.3078
2032-07-08,JPY,USD,0.9037
2032-07-08,AUD,USD,0.758
2032-07-08,CAD,USD,1.2631
2032-07-08,CHF,USD,1.2024
2032-07-08,CNY,USD,0.6387
2032-07-08,SEK,USD,0.5072
2032-07-08,NZD,USD,1.4948
2032-07-08,SGD,USD,1.3825
2032-07-08,HKD,USD,1.0315
2032-07-08,KRW,USD,0.7014
2032-07-08,BRL,USD,1.0172
2032-07-08,ZAR,USD,0.5264
2032-07-09,EUR,USD,0.7036
2032-07-09,GBP,USD,0.9203
2032-07-09,INR,USD,1.4091
2032-07-09,JPY,USD,1.0769
2032-07-09,AUD,USD,1.2166
2032-07-09,CAD,USD,0.5864
2032-07-09,CHF,USD,0.9809
2032-07-09,CNY,USD,0.6448
2032-07-09,SEK,USD,1.2867
2032-07-09,NZD,USD,1.0008
2032-07-09,SGD,USD,1.3435
2032-07-09,HKD,USD,0.5279
2032-07-09,KRW,USD,0.7161
2032-07-09,BRL,USD,1.3217
2032-07-09,ZAR,USD,0.6242
2032-07-10,EUR,USD,1.2892
2032-07-10,GBP,USD,0.7392
2032-07-10,INR,USD,1.336
2032-07-10,JPY,USD,0.5182
2032-07-10,AUD,USD,0.9848
2032-07-10,CAD,USD,0.7954
2032-07-10,CHF,USD,1.0438
2032-07-10,CNY,USD,1.0604
2032-07-10,SEK,USD,0.6685
2032-07-10,NZD,USD,0.6151
2032-07-10,SGD,USD,1.0782
2032-07-10,HKD,USD,1.3057
2032-07-10,KRW,USD,0.7213
2032-07-10,BRL,USD,0.602
2032-07-10,ZAR,USD,1.2015
2032-07-11,EUR,USD,1.0418
2032-07-11,GBP,USD,0.8815
2032-07-11,INR,USD,0.5162
2032-07-11,JPY,USD,0.8212
2032-07-11,AUD,USD,1.0395
2032-07-11,CAD,USD,1.2255
2032-07-11,CHF,USD,1.1452
2032-07-11,CNY,USD,0.6713
2032-07-11,SEK,USD,1.4126
2032-07-11,NZD,USD,1.4489
2032-07-11,SGD,USD,0.7076
2032-07-11,HKD,USD,1.4607
2032-07-11,KRW,USD,0.5409
2032-07-11,BRL,USD,1.4537
2032-07-11,ZAR,USD,1.257
2032-07-12,EUR,USD,1.3049
2032-07-12,GBP,USD,1.4069
2032-07-12,INR,USD,0.5826
2032-07-12,JPY,USD,0.9343
2032-07-12,AUD,USD,0.6245
2032-07-12,CAD,USD,1.3851
2032-07-12,CHF,USD,1.0623
2032-07-12,CNY,USD,0.9758
2032-07-12,SEK,USD,0.6766
2032-07-12,NZD,USD,0.8352
2032-07-12,SGD,USD,1.2975
2032-07-12,HKD,USD,0.7786
2032-07-12,KRW,USD,1.0445
2032-07-12,BRL,USD,1.4803
2032-07-12,ZAR,USD,0.5207
2032-07-13,EUR,USD,0.6844
2032-07-13,GBP,USD,0.9293
2032-07-13,INR,USD,0.6805
2032-07-13,JPY,USD,0.6038
2032-07-13,AUD,USD,1.3419
2032-07-13,CAD,USD,1.2499
2032-07-13,CHF,USD,0.8558
2032-07-13,CNY,USD,0.768
2032-07-13,SEK,USD,1.0341
2032-07-13,NZD,USD,0.8873
2032-07-13,SGD,USD,0.6873
2032-07-13,HKD,USD,1.075
2032-07-13,KRW,USD,1.0798
2032-07-13,BRL,USD,1.4432
2032-07-13,ZAR,USD,1.1003
2032-07-14,EUR,USD,0.5701
2032-07-14,GBP,USD,0.8027
2032-07-14,INR,USD,0.9548
2032-07-14,JPY,USD,0.9383
2032-07-14,AUD,USD,1.3795
2032-07-14,CAD,USD,0.8854
2032-07-14,CHF,USD,1.2232
2032-07-14,CNY,USD,0.7168
2032-07-14,SEK,USD,0.9389
2032-07-14,NZD,USD,0.8582
2032-07-14,SGD,USD,0.8941
2032-07-14,HKD,USD,0.6191
2032-07-14,KRW,USD,0.5115
2032-07-14,BRL,USD,0.5422
2032-07-14,ZAR,USD,1.4214
2032-07-15,EUR,USD,0.7054
2032-07-15,GBP,USD,0.5142
2032-07-15,INR,USD,0.5788
2032-07-15,JPY,USD,1.1831
2032-07-15,AUD,USD,1.2304
2032-07-15,CAD,USD,1.4763
2032-07-15,CHF,USD,1.0956
2032-07-15,CNY,USD,1.3605
2032-07-15,SEK,USD,1.2904
2032-07-15,NZD,USD,0.7218
2032-07-15,SGD,USD,0.7025
2032-07-15,HKD,USD,1.1303
2032-07-15,KRW,USD,0.8359
2032-07-15,BRL,USD,1.4007
2032-07-15,ZAR,USD,0.5595
2032-07-16,EUR,USD,1.3205
2032-07-16,GBP,USD,0.9978
2032-07-16,INR,USD,1.0862
2032-07-16,JPY,USD,0.5173
2032-07-16,AUD,USD,1.0172
2032-07-16,CAD,USD,1.4046
2032-07-16,CHF,USD,1.0624
2032-07-16,CNY,USD,0.7898
2032-07-16,SEK,USD,1.1864
2032-07-16,NZD,USD,0.7936
2032-07-16,SGD,USD,1.2441
2032-07-16,HKD,USD,1.0866
2032-07-16,KRW,USD,0.9302
2032-07-16,BRL,USD,1.2754
2032-07-16,ZAR,USD,1.4532
2032-07-17,EUR,USD,1.097
2032-07-17,GBP,USD,1.1832
2032-07-17,INR,USD,1.3575
2032-07-17,JPY,USD,0.7738
2032-07-17,AUD,USD,1.4008
2032-07-17,CAD,USD,1.0361
2032-07-17,CHF,USD,0.7513
2032-07-17,CNY,USD,1.3301
2032-07-17,SEK,USD,0.8532
2032-07-17,NZD,USD,1.4171
2032-07-17,SGD,USD,1.3003
2032-07-17,HKD,USD,1.3552
2032-07-17,KRW,USD,0.9963
2032-07-17,BRL,USD,0.7774
2032-07-17,ZAR,USD,0.7975
2032-07-18,EUR,USD,0.8057
2032-07-18,GBP,USD,1.433
2032-07-18,INR,USD,0.9717
2032-07-18,JPY,USD,1.0733
2032-07-18,AUD,USD,1.0602
2032-07-18,CAD,USD,1.0355
2032-07-18,CHF,USD,0.5561
2032-07-18,CNY,USD,1.1058
2032-07-18,SEK,USD,0.5623
2032-07-18,NZD,USD,0.7086
2032-07-18,SGD,USD,0.9134
2032-07-18,HKD,USD,1.3423
2032-07-18,KRW,USD,1.0201
2032-07-18,BRL,USD,1.4053
2032-07-18,ZAR,USD,1.3842
2032-07-19,EUR,USD,0.7673
2032-07-19,GBP,USD,0.8633
2032-07-19,INR,USD,0.8448
2032-07-19,JPY,USD,1.1872
2032-07-19,AUD,USD,1.0128
2032-07-19,CAD,USD,1.2061
2032-07-19,CHF,USD,1.1154
2032-07-19,CNY,USD,0.6543
2032-07-19,SEK,USD,1.4899
2032-07-19,NZD,USD,0.8635
2032-07-19,SGD,USD,1.2329
2032-07-19,HKD,USD,0.685
2032-07-19,KRW,USD,1.4037
2032-07-19,BRL,USD,1.2468
2032-07-19,ZAR,USD,0.6216
2032-07-20,EUR,USD,1.0356
2032-07-20,GBP,USD,1.411
2032-07-20,INR,USD,0.5923
2032-07-20,JPY,USD,0.7465
2032-07-20,AUD,USD,0.5626
2032-07-20,CAD,USD,0.5826
2032-07-20,CHF,USD,0.7672
2032-07-20,CNY,USD,1.1785
2032-07-20,SEK,USD,0.8752
2032-07-20,NZD,USD,1.0363
2032-07-20,SGD,USD,0.6592
2032-07-20,HKD,USD,0.7043
2032-07-20,KRW,USD,0.6963
2032-07-20,BRL,USD,0.8562
2032-07-20,ZAR,USD,0.6625
2032-07-21,EUR,USD,1.4771
2032-07-21,GBP,USD,0.894
2032-07-21,INR,USD,0.9486
2032-07-21,JPY,USD,1.4516
2032-07-21,AUD,USD,1.0509
2032-07-21,CAD,USD,0.8324
2032-07-21,CHF,USD,0.6609
2032-07-21,CNY,USD,1.4153
2032-07-21,SEK,USD,0.9873
2032-07-21,NZD,USD,1.3027
2032-07-21,SGD,USD,1.2569
2032-07-21,HKD,USD,0.9611
2032-07-21,KRW,USD,0.8759
2032-07-21,BRL,USD,1.2396
2032-07-21,ZAR,USD,0.6968
2032-07-22,EUR,USD,1.1835
2032-07-22,GBP,USD,0.8008
2032-07-22,INR,USD,0.8465
2032-07-22,JPY,USD,1.2274
2032-07-22,AUD,USD,1.2468
2032-07-22,CAD,USD,1.3099
2032-07-22,CHF,USD,1.1546
2032-07-22,CNY,USD,0.8647
2032-07-22,SEK,USD,1.2459
2032-07-22,NZD,USD,0.8887
2032-07-22,SGD,USD,0.793
2032-07-22,HKD,USD,0.5895
2032-07-22,KRW,USD,0.7442
2032-07-22,BRL,USD,0.8857
2032-07-22,ZAR,USD,0.5543
2032-07-23,EUR,USD,1.2235
2032-07-23,GBP,USD,1.3794
2032-07-23,INR,USD,0.9433
2032-07-23,JPY,USD,0.8833
2032-07-23,AUD,USD,0.9066
2032-07-23,CAD,USD,0.8213
2032-07-23,CHF,USD,1.2417
2032-07-23,CNY,USD,0.8847
2032-07-23,SEK,USD,0.7527
2032-07-23,NZD,USD,1.2472
2032-07-23,SGD,USD,1.4092
2032-07-23,HKD,USD,0.9301
2032-07-23,KRW,USD,1.4082
2032-07-23,BRL,USD,0.8164
2032-07-23,ZAR,USD,0.6884
2032-07-24,EUR,USD,1.2305
2032-07-24,GBP,USD,1.2639
2032-07-24,INR,USD,0.9359
2032-07-24,JPY,USD,0.7162
2032-07-24,AUD,USD,0.7927
2032-07-24,CAD,USD,1.1318
2032-07-24,CHF,USD,0.7928
2032-07-24,CNY,USD,1.3873
2032-07-24,SEK,USD,0.6593
2032-07-24,NZD,USD,1.399
2032-07-24,SGD,USD,0.9122
2032-07-24,HKD,USD,1.2856
2032-07-24,KRW,USD,1.2093
2032-07-24,BRL,USD,0.8158
2032-07-24,ZAR,USD,1.2955
2032-07-25,EUR,USD,0.9354
2032-07-25,GBP,USD,0.9514
2032-07-25,INR,USD,0.5783
2032-07-25,JPY,USD,1.3805
2032-07-25,AUD,USD,0.5843
2032-07-25,CAD,USD,0.653
2032-07-25,CHF,USD,0.7034
2032-07-25,CNY,USD,0.7014
2032-07-25,SEK,USD,1.1128
2032-07-25,NZD,USD,1.2437
2032-07-25,SGD,USD,1.1868
2032-07-25,HKD,USD,0.8856
2032-07-25,KRW,USD,1.0677
2032-07-25,BRL,USD,0.8765
2032-07-25,ZAR,USD,1.244
2032-07-26,EUR,USD,1.1074
2032-07-26,GBP,USD,1.2828
2032-07-26,INR,USD,1.4494
2032-07-26,JPY,USD,1.2909
2032-07-26,AUD,USD,1.3094
2032-07-26,CAD,USD,0.8219
2032-07-26,CHF,USD,0.7725
2032-07-26,CNY,USD,1.2493
2032-07-26,SEK,USD,1.0888
2032-07-26,NZD,USD,0.6368
2032-07-26,SGD,USD,0.5198
2032-07-26,HKD,USD,0.5051
2032-07-26,KRW,USD,0.6534
2032-07-26,BRL,USD,0.8796
2032-07-26,ZAR,USD,1.1079
2032-07-27,EUR,USD,1.3047
2032-07-27,GBP,USD,1.279
2032-07-27,INR,USD,1.2954
2032-07-27,JPY,USD,0.8015
2032-07-27,AUD,USD,1.4821
2032-07-27,CAD,USD,0.6766
2032-07-27,CHF,USD,0.9823
2032-07-27,CNY,USD,0.9868
2032-07-27,SEK,USD,0.5502
2032-07-27,NZD,USD,0.6517
2032-07-27,SGD,USD,1.1136
2032-07-27,HKD,USD,0.5203
2032-07-27,KRW,USD,0.6192
2032-07-27,BRL,USD,1.3608
2032-07-27,ZAR,USD,1.1128
2032-07-28,EUR,USD,1.4061
2032-07-28,GBP,USD,1.0062
2032-07-28,INR,USD,1.136
2032-07-28,JPY,USD,0.7993
2032-07-28,AUD,USD,0.5493
2032-07-28,CAD,USD,1.2745
2032-07-28,CHF,USD,0.507
2032-07-28,CNY,USD,0.6162
2032-07-28,SEK,USD,1.2773
2032-07-28,NZD,USD,0.6912
2032-07-28,SGD,USD,0.7608
2032-07-28,HKD,USD,0.5025
2032-07-28,KRW,USD,0.56
2032-07-28,BRL,USD,0.7546
2032-07-28,ZAR,USD,1.2212
2032-07-29,EUR,USD,1.0274
2032-07-29,GBP,USD,1.3064
2032-07-29,INR,USD,1.2372
2032-07-29,JPY,USD,1.22
2032-07-29,AUD,USD,1.0164
2032-07-29,CAD,USD,1.4782
2032-07-29,CHF,USD,1.0693
2032-07-29,CNY,USD,1.2238
2032-07-29,SEK,USD,1.1598
2032-07-29,NZD,USD,0.9476
2032-07-29,SGD,USD,0.9954
2032-07-29,HKD,USD,1.0137
2032-07-29,KRW,USD,0.971
2032-07-29,BRL,USD,0.82
2032-07-29,ZAR,USD,0.5361
2032-07-30,EUR,USD,1.1351
2032-07-30,GBP,USD,0.9019
2032-07-30,INR,USD,0.5594
2032-07-30,JPY,USD,0.8782
2032-07-30,AUD,USD,0.7017
2032-07-30,CAD,USD,0.9242
2032-07-30,CHF,USD,0.611
2032-07-30,CNY,USD,0.8366
2032-07-30,SEK,USD,1.1064
2032-07-30,NZD,USD,0.6718
2032-07-30,SGD,USD,1.1632
2032-07-30,HKD,USD,0.5542
2032-07-30,KRW,USD,1.0085
2032-07-30,BRL,USD,0.7937
2032-07-30,ZAR,USD,1.4419
2032-07-31,EUR,USD,1.1831
2032-07-31,GBP,USD,0.5378
2032-07-31,INR,USD,0.5071
2032-07-31,JPY,USD,0.9824
2032-07-31,AUD,USD,1.4645
2032-07-31,CAD,USD,0.6774
2032-07-31,CHF,USD,1.0623
2032-07-31,CNY,USD,1.3366
2032-07-31,SEK,USD,0.964
2032-07-31,NZD,USD,1.0035
2032-07-31,SGD,USD,1.0953
2032-07-31,HKD,USD,0.6582
2032-07-31,KRW,USD,1.0511
2032-07-31,BRL,USD,0.8
2032-07-31,ZAR,USD,0.6369
2032-08-01,EUR,USD,1.0754
2032-08-01,GBP,USD,1.2604
2032-08-01,INR,USD,0.7606
2032-08-01,JPY,USD,0.9678
2032-08-01,AUD,USD,0.9909
2032-08-01,CAD,USD,1.2903
2032-08-01,CHF,USD,1.3438
2032-08-01,CNY,USD,1.4613
2032-08-01,SEK,USD,1.2391
2032-08-01,NZD,USD,0.604
2032-08-01,SGD,USD,0.6046
2032-08-01,HKD,USD,1.2096
2032-08-01,KRW,USD,1.1106
2032-08-01,BRL,USD,0.8063
2032-08-01,ZAR,USD,0.9089
2032-08-02,EUR,USD,1.1346
2032-08-02,GBP,USD,1.4658
2032-08-02,INR,USD,0.5691
2032-08-02,JPY,USD,1.2095
2032-08-02,AUD,USD,0.7933
2032-08-02,CAD,USD,0.5467
2032-08-02,CHF,USD,0.9659
2032-08-02,CNY,USD,0.5286
2032-08-02,SEK,USD,1.1492
2032-08-02,NZD,USD,0.9835
2032-08-02,SGD,USD,1.1478
2032-08-02,HKD,USD,1.0299
2032-08-02,KRW,USD,0.6756
2032-08-02,BRL,USD,1.0577
2032-08-02,ZAR,USD,1.4556
2032-08-03,EUR,USD,0.7659
2032-08-03,GBP,USD,1.46
2032-08-03,INR,USD,1.1343
2032-08-03,JPY,USD,0.821
2032-08-03,AUD,USD,0.589
2032-08-03,CAD,USD,1.3969
2032-08-03,CHF,USD,1.4963
2032-08-03,CNY,USD,0.7087
2032-08-03,SEK,USD,1.2438
2032-08-03,NZD,USD,0.9424
2032-08-03,SGD,USD,1.2562
2032-08-03,HKD,USD,0.7841
2032-08-03,KRW,USD,0.8468
2032-08-03,BRL,USD,1.2468
2032-08-03,ZAR,USD,0.635
2032-08-04,EUR,USD,1.1922
2032-08-04,GBP,USD,0.9696
2032-08-04,INR,USD,1.0263
2032-08-04,JPY,USD,0.8866
2032-08-04,AUD,USD,0.5489
2032-08-04,CAD,USD,1.4532
2032-08-04,CHF,USD,1.0925
2032-08-04,CNY,USD,1.4327
2032-08-04,SEK,USD,1.2128
2032-08-04,NZD,USD,0.5429
2032-08-04,SGD,USD,1.396
2032-08-04,HKD,USD,0.5682
2032-08-04,KRW,USD,1.4458
2032-08-04,BRL,USD,0.5278
2032-08-04,ZAR,USD,0.9022
2032-08-05,EUR,USD,1.2024
2032-08-05,GBP,USD,0.5183
2032-08-05,INR,USD,0.8679
2032-08-05,JPY,USD,1.0391
2032-08-05,AUD,USD,1.0942
2032-08-05,CAD,USD,0.634
2032-08-05,CHF,USD,1.0634
2032-08-05,CNY,USD,1.2404
2032-08-05,SEK,USD,0.8845
2032-08-05,NZD,USD,1.4022
2032-08-05,SGD,USD,1.1283
2032-08-05,HKD,USD,0.9391
2032-08-05,KRW,USD,1.4504
2032-08-05,BRL,USD,1.0841
2032-08-05,ZAR,USD,1.3309
2032-08-06,EUR,USD,1.0507
2032-08-06,GBP,USD,1.3946
2032-08-06,INR,USD,0.9107
2032-08-06,JPY,USD,0.786
2032-08-06,AUD,USD,1.0639
2032-08-06,CAD,USD,0.7513
2032-08-06,CHF,USD,0.5987
2032-08-06,CNY,USD,0.6075
2032-08-06,SEK,USD,0.5292
2032-08-06,NZD,USD,0.8426
2032-08-06,SGD,USD,0.9794
2032-08-06,HKD,USD,1.0379
2032-08-06,KRW,USD,1.2682
2032-08-06,BRL,USD,1.3105
2032-08-06,ZAR,USD,0.5982
2032-08-07,EUR,USD,0.871
2032-08-07,GBP,USD,0.8452
2032-08-07,INR,USD,1.405
2032-08-07,JPY,USD,0.9629
2032-08-07,AUD,USD,0.8062
2032-08-07,CAD,USD,0.7346
2032-08-07,CHF,USD,0.7335
2032-08-07,CNY,USD,1.3332
2032-08-07,SEK,USD,1.4445
2032-08-07,NZD,USD,1.1241
2032-08-07,SGD,USD,0.6487
2032-08-07,HKD,USD,1.2644
2032-08-07,KRW,USD,1.1184
2032-08-07,BRL,USD,1.4308
2032-08-07,ZAR,USD,1.2028
2032-08-08,EUR,USD,1.112
2032-08-08,GBP,USD,1.3049
2032-08-08,INR,USD,1.3804
2032-08-08,JPY,USD,0.5365
2032-08-08,AUD,USD,1.1237
2032-08-08,CAD,USD,0.6617
2032-08-08,CHF,USD,1.0845
2032-08-08,CNY,USD,1.4888
2032-08-08,SEK,USD,0.8843
2032-08-08,NZD,USD,0.522
2032-08-08,SGD,USD,0.7889
2032-08-08,HKD,USD,1.0931
2032-08-08,KRW,USD,0.9947
2032-08-08,BRL,USD,1.0868
2032-08-08,ZAR,USD,0.6
2032-08-09,EUR,USD,0.6591
2032-08-09,GBP,USD,0.7094
2032-08-09,INR,USD,1.1332
2032-08-09,JPY,USD,0.7627
2032-08-09,AUD,USD,1.102
2032-08-09,CAD,USD,0.5398
2032-08-09,CHF,USD,0.5717
2032-08-09,CNY,USD,1.4398
2032-08-09,SEK,USD,0.7149
2032-08-09,NZD,USD,0.5746
2032-08-09,SGD,USD,1.3537
2032-08-09,HKD,USD,1.2279
2032-08-09,KRW,USD,1.2843
2032-08-09,BRL,USD,1.1373
2032-08-09,ZAR,USD,0.9665
2032-08-10,EUR,USD,1.4337
2032-08-10,GBP,USD,1.283
2032-08-10,INR,USD,1.3604
2032-08-10,JPY,USD,1.2264
2032-08-10,AUD,USD,1.1584
2032-08-10,CAD,USD,0.8594
2032-08-10,CHF,USD,1.1627
2032-08-10,CNY,USD,1.4064
2032-08-10,SEK,USD,1.3197
2032-08-10,NZD,USD,0.7554
2032-08-10,SGD,USD,0.8064
2032-08-10,HKD,USD,1.422
2032-08-10,KRW,USD,0.9142
2032-08-10,BRL,USD,1.2812
2032-08-10,ZAR,USD,0.5083
2032-08-11,EUR,USD,0.9123
2032-08-11,GBP,USD,0.9621
2032-08-11,INR,USD,0.6932
2032-08-11,JPY,USD,1.1009
2032-08-11,AUD,USD,0.856
2032-08-11,CAD,USD,0.7463
2032-08-11,CHF,USD,1.1937
2032-08-11,CNY,USD,1.438
2032-08-11,SEK,USD,0.5413
2032-08-11,NZD,USD,0.9033
2032-08-11,SGD,USD,1.2493
2032-08-11,HKD,USD,0.5136
2032-08-11,KRW,USD,1.3079
2032-08-11,BRL,USD,0.7386
2032-08-11,ZAR,USD,1.3581
2032-08-12,EUR,USD,1.0161
2032-08-12,GBP,USD,1.4981
2032-08-12,INR,USD,1.1998
2032-08-12,JPY,USD,1.23
2032-08-12,AUD,USD,0.6878
2032-08-12,CAD,USD,0.9872
2032-08-12,CHF,USD,0.6932
2032-08-12,CNY,USD,0.6454
2032-08-12,SEK,USD,1.4228
2032-08-12,NZD,USD,0.527
2032-08-12,SGD,USD,0.7699
2032-08-12,HKD,USD,1.2258
2032-08-12,KRW,USD,0.5524
2032-08-12,BRL,USD,0.9398
2032-08-12,ZAR,USD,1.2197
2032-08-13,EUR,USD,1.3625
2032-08-13,GBP,USD,1.2566
2032-08-13,INR,USD,0.6498
2032-08-13,JPY,USD,0.8043
2032-08-13,AUD,USD,0.836
2032-08-13,CAD,USD,1.1338
2032-08-13,CHF,USD,0.7293
2032-08-13,CNY,USD,1.0856
2032-08-13,SEK,USD,0.9979
2032-08-13,NZD,USD,1.081
2032-08-13,SGD,USD,0.6492
2032-08-13,HKD,USD,0.7143
2032-08-13,KRW,USD,1.4762
2032-08-13,BRL,USD,0.5864
